2.064633369445800781e-02,1.327872276306152344e-02,1.157546043395996094e-02,1.061868667602539062e-02,1.183938980102539062e-02,1.164627075195312500e-02,1.252532005310058594e-02,1.075267791748046875e-02,1.322817802429199219e-02,1.115989685058593750e-02,1.085162162780761719e-02,1.071906089782714844e-02,5.611181259155273438e-03,1.091504096984863281e-02,1.147055625915527344e-02,6.279706954956054688e-03,9.822297096252441406e-02,1.086616516113281250e-02,9.540390968322753906e-02,1.084613800048828125e-02,1.085782051086425781e-02,1.083755493164062500e-02,1.067090034484863281e-02,1.069760322570800781e-02,1.131439208984375000e-02,1.053714752197265625e-02,1.108741760253906250e-02,1.119971275329589844e-02,1.074767112731933594e-02,1.094388961791992188e-02,1.150727272033691406e-02,1.158428192138671875e-02,1.095819473266601562e-02,1.080894470214843750e-02,1.077461242675781250e-02,1.169443130493164062e-02,1.102352142333984375e-02,1.050376892089843750e-02,1.117134094238281250e-02,1.079654693603515625e-02,1.292943954467773438e-02,1.301550865173339844e-02,5.245923995971679688e-03,1.159572601318359375e-02,1.090073585510253906e-02,1.188778877258300781e-02,1.090455055236816406e-02,1.248693466186523438e-02,5.483627319335937500e-03,1.084518432617187500e-02,1.195311546325683594e-02,1.136422157287597656e-02,1.075649261474609375e-02,6.303787231445312500e-03,1.125264167785644531e-02,1.635837554931640625e-02,1.412439346313476562e-02,1.080870628356933594e-02,1.092839241027832031e-02,1.166272163391113281e-02,1.152491569519042969e-02,1.068782806396484375e-02,1.127028465270996094e-02,1.316785812377929688e-02,1.227283477783203125e-02,1.072359085083007812e-02,1.061511039733886719e-01,1.094722747802734375e-02,1.135087013244628906e-02,1.119494438171386719e-02,1.087951660156250000e-02,1.244258880615234375e-02,1.052260398864746094e-02,1.592803001403808594e-02,1.073920726776123047e-01,1.202774047851562500e-02,1.143383979797363281e-02,1.738715171813964844e-02,5.588293075561523438e-03,1.102614402770996094e-02,1.091814041137695312e-02,6.528139114379882812e-03,1.232790946960449219e-02,1.234531402587890625e-02,1.114082336425781250e-02,1.172399520874023438e-02,1.109409332275390625e-02,6.479024887084960938e-03,1.444149017333984375e-02,1.177430152893066406e-02,1.087164878845214844e-02,1.166868209838867188e-02,1.128768920898437500e-02,1.103711128234863281e-02,1.151490211486816406e-02,2.136659622192382812e-02,1.212692260742187500e-02,1.140141487121582031e-02,1.018960475921630859e-01,1.159143447875976562e-02
1.744031906127929688e-02,1.205396652221679688e-02,1.080989837646484375e-02,9.933471679687500000e-03,1.147890090942382812e-02,1.048660278320312500e-02,1.060104370117187500e-02,1.034903526306152344e-02,1.301860809326171875e-02,1.031208038330078125e-02,1.041436195373535156e-02,9.902477264404296875e-03,5.192756652832031250e-03,1.060223579406738281e-02,1.109719276428222656e-02,5.924463272094726562e-03,9.644746780395507812e-02,9.843587875366210938e-03,9.350752830505371094e-02,1.023125648498535156e-02,9.920120239257812500e-03,1.008749008178710938e-02,1.020741462707519531e-02,1.022744178771972656e-02,1.058435440063476562e-02,9.961843490600585938e-03,1.071000099182128906e-02,9.993076324462890625e-03,9.716987609863281250e-03,1.013135910034179688e-02,1.164793968200683594e-02,1.103949546813964844e-02,1.034116744995117188e-02,1.017069816589355469e-02,1.010298728942871094e-02,1.042723655700683594e-02,9.928464889526367188e-03,1.032018661499023438e-02,1.055622100830078125e-02,1.032876968383789062e-02,1.441168785095214844e-02,1.313066482543945312e-02,5.483627319335937500e-03,1.084613800048828125e-02,1.094865798950195312e-02,1.221156120300292969e-02,1.052141189575195312e-02,1.129484176635742188e-02,5.122900009155273438e-03,1.035237312316894531e-02,1.044917106628417969e-02,1.062297821044921875e-02,1.119303703308105469e-02,5.356311798095703125e-03,1.127648353576660156e-02,1.680207252502441406e-02,1.167106628417968750e-02,1.058053970336914062e-02,1.039195060729980469e-02,1.216292381286621094e-02,1.084709167480468750e-02,1.074790954589843750e-02,1.121163368225097656e-02,1.265478134155273438e-02,1.088213920593261719e-02,1.033830642700195312e-02,1.141180992126464844e-01,1.121830940246582031e-02,1.030755043029785156e-02,1.071834564208984375e-02,1.053333282470703125e-02,1.434350013732910156e-02,1.068162918090820312e-02,1.208066940307617188e-02,1.063206195831298828e-01,1.085472106933593750e-02,1.079988479614257812e-02,1.550841331481933594e-02,6.872653961181640625e-03,1.075291633605957031e-02,1.117205619812011719e-02,5.657911300659179688e-03,1.079893112182617188e-02,1.109480857849121094e-02,1.187944412231445312e-02,1.679611206054687500e-02,1.498031616210937500e-02,6.506681442260742188e-03,1.352834701538085938e-02,1.156878471374511719e-02,1.281142234802246094e-02,1.125264167785644531e-02,1.048254966735839844e-02,1.206421852111816406e-02,1.205658912658691406e-02,1.349401473999023438e-02,1.181197166442871094e-02,1.122641563415527344e-02,1.082668304443359375e-01,1.088023185729980469e-02
1.022720336914062500e-02,1.153874397277832031e-02,1.102852821350097656e-02,9.896516799926757812e-03,1.352953910827636719e-02,1.036977767944335938e-02,1.060366630554199219e-02,1.012253761291503906e-02,1.358199119567871094e-02,1.026582717895507812e-02,1.056861877441406250e-02,1.089191436767578125e-02,4.995822906494140625e-03,1.056528091430664062e-02,1.172900199890136719e-02,5.905389785766601562e-03,9.358906745910644531e-02,9.906291961669921875e-03,9.246110916137695312e-02,1.011204719543457031e-02,1.008486747741699219e-02,1.011514663696289062e-02,9.965896606445312500e-03,1.001358032226562500e-02,1.064324378967285156e-02,1.012682914733886719e-02,1.051712036132812500e-02,1.017165184020996094e-02,9.967565536499023438e-03,1.025366783142089844e-02,1.028251647949218750e-02,1.101636886596679688e-02,1.013684272766113281e-02,1.006388664245605469e-02,1.017427444458007812e-02,1.049947738647460938e-02,9.997606277465820312e-03,1.024246215820312500e-02,1.048398017883300781e-02,1.048111915588378906e-02,1.249361038208007812e-02,1.082181930541992188e-02,5.284786224365234375e-03,1.048874855041503906e-02,1.205825805664062500e-02,1.174020767211914062e-02,1.031732559204101562e-02,1.279425621032714844e-02,6.361007690429687500e-03,1.027274131774902344e-02,1.130414009094238281e-02,1.190018653869628906e-02,1.061129570007324219e-02,5.187511444091796875e-03,1.098036766052246094e-02,1.840090751647949219e-02,1.176619529724121094e-02,1.094889640808105469e-02,1.050329208374023438e-02,1.365590095520019531e-02,1.044321060180664062e-02,1.033115386962890625e-02,1.064538955688476562e-02,1.321744918823242188e-02,1.130294799804687500e-02,1.029634475708007812e-02,1.529245376586914062e-01,1.046824455261230469e-02,1.082873344421386719e-02,1.098799705505371094e-02,1.024961471557617188e-02,1.239252090454101562e-02,1.032710075378417969e-02,1.183199882507324219e-02,1.182389259338378906e-01,1.040887832641601562e-02,1.050829887390136719e-02,1.449871063232421875e-02,5.748510360717773438e-03,1.225328445434570312e-02,1.061558723449707031e-02,5.154371261596679688e-03,1.160740852355957031e-02,1.097655296325683594e-02,1.032423973083496094e-02,1.186299324035644531e-02,1.077580451965332031e-02,5.615472793579101562e-03,1.127791404724121094e-02,1.707983016967773438e-02,1.208758354187011719e-02,1.133751869201660156e-02,1.048326492309570312e-02,1.124572753906250000e-02,1.078104972839355469e-02,1.187610626220703125e-02,1.121211051940917969e-02,1.094055175781250000e-02,1.035125255584716797e-01,1.054072380065917969e-02
1.013278961181640625e-02,1.145625114440917969e-02,1.097226142883300781e-02,1.169013977050781250e-02,1.040482521057128906e-02,1.052308082580566406e-02,1.037049293518066406e-02,1.062321662902832031e-02,1.223921775817871094e-02,1.057314872741699219e-02,1.081800460815429688e-02,1.050686836242675781e-02,5.017757415771484375e-03,1.052689552307128906e-02,1.088261604309082031e-02,5.503416061401367188e-03,9.846997261047363281e-02,1.031041145324707031e-02,9.461760520935058594e-02,1.031875610351562500e-02,1.132345199584960938e-02,9.998321533203125000e-03,1.030445098876953125e-02,1.049518585205078125e-02,1.110982894897460938e-02,9.828805923461914062e-03,1.069474220275878906e-02,1.032519340515136719e-02,1.036477088928222656e-02,1.018047332763671875e-02,1.112127304077148438e-02,1.109480857849121094e-02,1.087570190429687500e-02,1.013779640197753906e-02,1.011276245117187500e-02,1.196837425231933594e-02,1.074814796447753906e-02,1.045727729797363281e-02,1.121163368225097656e-02,1.075983047485351562e-02,1.187014579772949219e-02,1.589250564575195312e-02,5.162239074707031250e-03,1.068782806396484375e-02,1.033163070678710938e-02,1.312947273254394531e-02,1.051664352416992188e-02,1.112031936645507812e-02,6.777524948120117188e-03,1.024460792541503906e-02,1.164603233337402344e-02,1.202225685119628906e-02,1.054477691650390625e-02,6.042957305908203125e-03,1.066732406616210938e-02,1.647210121154785156e-02,1.180601119995117188e-02,1.133370399475097656e-02,1.054739952087402344e-02,1.182198524475097656e-02,1.107287406921386719e-02,1.110267639160156250e-02,1.108932495117187500e-02,1.293969154357910156e-02,1.102399826049804688e-02,1.016879081726074219e-02,1.025085449218750000e-01,1.105380058288574219e-02,1.193213462829589844e-02,1.036405563354492188e-02,1.043415069580078125e-02,1.222205162048339844e-02,1.102089881896972656e-02,1.212120056152343750e-02,1.180474758148193359e-01,1.153755187988281250e-02,1.067256927490234375e-02,1.366066932678222656e-02,5.355119705200195312e-03,1.006579399108886719e-02,1.068067550659179688e-02,5.851030349731445312e-03,1.187515258789062500e-02,1.223969459533691406e-02,1.070713996887207031e-02,1.087713241577148438e-02,1.078844070434570312e-02,5.595445632934570312e-03,1.104593276977539062e-02,1.488351821899414062e-02,1.131844520568847656e-02,1.140880584716796875e-02,1.071286201477050781e-02,1.014733314514160156e-02,1.171803474426269531e-02,1.234221458435058594e-02,1.146054267883300781e-02,1.083397865295410156e-02,1.019220352172851562e-01,1.064467430114746094e-02
1.013302803039550781e-02,1.139450073242187500e-02,1.108765602111816406e-02,1.022219657897949219e-02,1.028633117675781250e-02,1.040983200073242188e-02,1.048827171325683594e-02,1.013851165771484375e-02,1.229834556579589844e-02,1.042604446411132812e-02,1.009035110473632812e-02,1.023674011230468750e-02,5.228042602539062500e-03,1.099586486816406250e-02,1.076149940490722656e-02,5.494356155395507812e-03,9.372282028198242188e-02,1.057219505310058594e-02,9.348320960998535156e-02,1.083397865295410156e-02,1.065540313720703125e-02,1.084518432617187500e-02,1.012372970581054688e-02,1.043725013732910156e-02,1.088142395019531250e-02,1.020026206970214844e-02,1.126432418823242188e-02,1.083135604858398438e-02,1.029729843139648438e-02,9.994745254516601562e-03,1.127648353576660156e-02,1.088380813598632812e-02,1.057505607604980469e-02,1.020574569702148438e-02,1.063060760498046875e-02,1.110100746154785156e-02,9.988784790039062500e-03,1.047515869140625000e-02,1.052880287170410156e-02,1.013875007629394531e-02,1.203632354736328125e-02,1.227426528930664062e-02,5.311489105224609375e-03,1.114082336425781250e-02,1.103663444519042969e-02,1.075816154479980469e-02,1.054072380065917969e-02,1.202630996704101562e-02,5.324125289916992188e-03,1.033329963684082031e-02,1.061820983886718750e-02,1.016569137573242188e-02,1.067686080932617188e-02,5.518913269042968750e-03,1.074409484863281250e-02,1.708340644836425781e-02,1.349353790283203125e-02,1.034855842590332031e-02,1.042294502258300781e-02,1.172924041748046875e-02,1.122260093688964844e-02,1.076793670654296875e-02,1.100921630859375000e-02,1.291036605834960938e-02,1.249885559082031250e-02,1.001596450805664062e-02,1.075351238250732422e-01,1.044511795043945312e-02,1.210975646972656250e-02,1.076388359069824219e-02,1.027107238769531250e-02,1.240873336791992188e-02,1.087403297424316406e-02,1.217699050903320312e-02,1.099135875701904297e-01,1.090145111083984375e-02,1.048612594604492188e-02,1.311898231506347656e-02,6.777524948120117188e-03,1.062059402465820312e-02,1.062846183776855469e-02,5.309581756591796875e-03,1.086902618408203125e-02,1.184487342834472656e-02,1.069545745849609375e-02,1.025748252868652344e-02,1.090693473815917969e-02,5.884885787963867188e-03,1.135325431823730469e-02,1.839303970336914062e-02,1.186847686767578125e-02,1.134514808654785156e-02,1.053738594055175781e-02,1.086664199829101562e-02,1.156115531921386719e-02,1.255631446838378906e-02,1.107335090637207031e-02,1.066946983337402344e-02,1.122355461120605469e-01,1.063656806945800781e-02
1.021146774291992188e-02,1.173686981201171875e-02,1.105618476867675781e-02,9.875535964965820312e-03,1.041555404663085938e-02,1.080989837646484375e-02,1.039361953735351562e-02,9.972333908081054688e-03,1.238703727722167969e-02,1.009225845336914062e-02,1.008725166320800781e-02,1.019763946533203125e-02,5.273342132568359375e-03,1.070523262023925781e-02,1.086640357971191406e-02,5.436897277832031250e-03,9.292411804199218750e-02,9.694337844848632812e-03,9.377980232238769531e-02,1.000547409057617188e-02,1.013422012329101562e-02,1.037859916687011719e-02,1.020884513854980469e-02,1.012253761291503906e-02,1.047396659851074219e-02,1.022577285766601562e-02,1.108145713806152344e-02,1.053738594055175781e-02,9.742736816406250000e-03,1.032400131225585938e-02,1.073741912841796875e-02,1.047873497009277344e-02,9.888887405395507812e-03,1.037454605102539062e-02,1.005172729492187500e-02,1.021695137023925781e-02,1.005482673645019531e-02,1.028370857238769531e-02,1.044654846191406250e-02,1.037502288818359375e-02,1.153683662414550781e-02,1.257109642028808594e-02,5.288124084472656250e-03,1.252770423889160156e-02,1.204943656921386719e-02,1.129031181335449219e-02,1.035857200622558594e-02,1.196336746215820312e-02,5.110979080200195312e-03,1.150178909301757812e-02,1.201653480529785156e-02,1.178693771362304688e-02,1.157379150390625000e-02,5.190610885620117188e-03,1.092314720153808594e-02,1.696276664733886719e-02,1.297020912170410156e-02,1.082754135131835938e-02,1.039576530456542969e-02,1.195883750915527344e-02,1.076436042785644531e-02,1.058053970336914062e-02,1.042819023132324219e-02,1.383161544799804688e-02,1.066327095031738281e-02,1.000833511352539062e-02,1.050696372985839844e-01,1.072001457214355469e-02,1.122426986694335938e-02,1.049637794494628906e-02,1.061773300170898438e-02,1.175189018249511719e-02,1.005029678344726562e-02,1.282072067260742188e-02,1.073698997497558594e-01,1.270914077758789062e-02,1.152634620666503906e-02,1.355409622192382812e-02,5.284786224365234375e-03,1.112556457519531250e-02,1.118707656860351562e-02,5.231618881225585938e-03,1.261973381042480469e-02,1.395773887634277344e-02,1.186561584472656250e-02,1.097583770751953125e-02,1.053524017333984375e-02,5.640029907226562500e-03,1.131224632263183594e-02,1.396322250366210938e-02,1.132345199584960938e-02,1.170039176940917969e-02,1.065039634704589844e-02,1.048588752746582031e-02,1.078724861145019531e-02,1.185154914855957031e-02,1.138257980346679688e-02,1.045393943786621094e-02,1.077704429626464844e-01,1.048922538757324219e-02
9.875059127807617188e-03,1.142525672912597656e-02,1.097321510314941406e-02,1.013517379760742188e-02,1.039600372314453125e-02,1.043581962585449219e-02,1.046419143676757812e-02,1.004362106323242188e-02,1.233458518981933594e-02,1.009559631347656250e-02,9.954452514648437500e-03,1.006269454956054688e-02,5.186557769775390625e-03,1.032900810241699219e-02,1.082277297973632812e-02,5.510330200195312500e-03,9.385299682617187500e-02,9.803533554077148438e-03,9.351038932800292969e-02,9.754419326782226562e-03,9.370803833007812500e-03,1.020121574401855469e-02,1.022052764892578125e-02,1.001906394958496094e-02,1.063942909240722656e-02,9.965658187866210938e-03,1.066303253173828125e-02,1.008796691894531250e-02,9.792327880859375000e-03,1.059103012084960938e-02,1.106834411621093750e-02,1.076674461364746094e-02,1.023578643798828125e-02,1.007652282714843750e-02,9.814262390136718750e-03,1.053333282470703125e-02,1.009273529052734375e-02,1.023650169372558594e-02,1.018834114074707031e-02,1.024699211120605469e-02,1.161456108093261719e-02,1.139640808105468750e-02,5.782842636108398438e-03,1.445984840393066406e-02,1.091337203979492188e-02,1.123070716857910156e-02,1.045393943786621094e-02,1.142239570617675781e-02,5.763530731201171875e-03,1.168704032897949219e-02,1.155400276184082031e-02,1.176857948303222656e-02,1.069688796997070312e-02,5.218744277954101562e-03,1.081061363220214844e-02,1.654505729675292969e-02,1.137661933898925781e-02,1.083111763000488281e-02,1.046943664550781250e-02,1.061177253723144531e-02,1.351356506347656250e-02,1.046609878540039062e-02,1.096892356872558594e-02,1.454591751098632812e-02,1.258563995361328125e-02,1.001453399658203125e-02,1.052808761596679688e-01,1.064777374267578125e-02,1.318287849426269531e-02,1.110434532165527344e-02,1.043677330017089844e-02,1.230001449584960938e-02,1.045417785644531250e-02,1.282858848571777344e-02,1.048464775085449219e-01,1.221299171447753906e-02,1.055693626403808594e-02,1.319217681884765625e-02,5.284547805786132812e-03,1.025223731994628906e-02,1.090145111083984375e-02,5.864143371582031250e-03,1.441144943237304688e-02,1.102018356323242188e-02,1.186871528625488281e-02,1.038980484008789062e-02,1.110386848449707031e-02,7.098436355590820312e-03,1.176595687866210938e-02,1.405096054077148438e-02,1.192736625671386719e-02,1.108241081237792969e-02,1.074981689453125000e-02,1.072359085083007812e-02,1.082253456115722656e-02,1.193761825561523438e-02,1.106619834899902344e-02,1.066017150878906250e-02,1.119253635406494141e-01,1.082730293273925781e-02
9.697437286376953125e-03,1.166653633117675781e-02,1.081442832946777344e-02,9.961366653442382812e-03,1.126313209533691406e-02,1.048541069030761719e-02,1.036214828491210938e-02,9.959936141967773438e-03,1.225471496582031250e-02,1.018142700195312500e-02,1.034545898437500000e-02,9.998083114624023438e-03,5.198717117309570312e-03,1.035833358764648438e-02,1.071572303771972656e-02,5.562305450439453125e-03,9.235882759094238281e-02,1.011586189270019531e-02,9.406161308288574219e-02,9.937047958374023438e-03,1.044654846191406250e-02,1.016712188720703125e-02,1.001644134521484375e-02,9.784460067749023438e-03,1.017355918884277344e-02,1.000738143920898438e-02,1.107907295227050781e-02,1.017236709594726562e-02,9.957075119018554688e-03,1.011085510253906250e-02,1.101613044738769531e-02,1.086831092834472656e-02,1.005339622497558594e-02,1.006150245666503906e-02,9.762525558471679688e-03,1.051235198974609375e-02,9.725809097290039062e-03,1.029443740844726562e-02,1.006436347961425781e-02,1.050543785095214844e-02,1.211452484130859375e-02,1.202917098999023438e-02,5.541801452636718750e-03,1.229333877563476562e-02,1.378917694091796875e-02,1.273274421691894531e-02,1.062107086181640625e-02,1.142764091491699219e-02,5.112409591674804688e-03,1.020431518554687500e-02,1.178121566772460938e-02,1.004672050476074219e-02,1.028823852539062500e-02,5.515813827514648438e-03,1.085138320922851562e-02,1.662063598632812500e-02,1.143574714660644531e-02,1.169204711914062500e-02,1.044607162475585938e-02,1.262164115905761719e-02,1.240921020507812500e-02,1.056456565856933594e-02,1.066493988037109375e-02,1.311516761779785156e-02,1.271724700927734375e-02,9.996175765991210938e-03,1.044955253601074219e-01,1.138949394226074219e-02,1.291966438293457031e-02,1.107740402221679688e-02,1.044416427612304688e-02,1.207828521728515625e-02,1.042175292968750000e-02,1.219511032104492188e-02,1.070342063903808594e-01,1.331377029418945312e-02,1.062870025634765625e-02,1.442337036132812500e-02,5.407810211181640625e-03,1.084208488464355469e-02,1.494431495666503906e-02,5.338907241821289062e-03,1.439261436462402344e-02,1.166820526123046875e-02,1.062250137329101562e-02,1.092410087585449219e-02,1.084518432617187500e-02,6.959915161132812500e-03,1.199507713317871094e-02,1.328134536743164062e-02,1.520395278930664062e-02,1.117300987243652344e-02,1.139068603515625000e-02,1.052951812744140625e-02,1.210618019104003906e-02,1.181077957153320312e-02,1.176428794860839844e-02,1.078748703002929688e-02,1.080551147460937500e-01,1.059246063232421875e-02
9.952306747436523438e-03,1.172256469726562500e-02,1.049923896789550781e-02,1.026916503906250000e-02,1.029562950134277344e-02,1.032614707946777344e-02,1.051545143127441406e-02,1.030063629150390625e-02,1.232242584228515625e-02,1.031184196472167969e-02,9.941816329956054688e-03,1.005315780639648438e-02,5.283117294311523438e-03,1.028752326965332031e-02,1.090455055236816406e-02,5.438327789306640625e-03,9.305119514465332031e-02,1.022291183471679688e-02,9.236860275268554688e-02,9.619712829589843750e-03,9.556531906127929688e-03,1.005005836486816406e-02,9.726047515869140625e-03,1.009702682495117188e-02,1.055836677551269531e-02,1.001906394958496094e-02,1.111221313476562500e-02,9.994983673095703125e-03,9.944200515747070312e-03,1.063036918640136719e-02,1.064252853393554688e-02,1.061582565307617188e-02,1.014661788940429688e-02,9.991168975830078125e-03,1.004242897033691406e-02,1.066017150878906250e-02,1.017713546752929688e-02,1.034283638000488281e-02,1.068520545959472656e-02,1.013898849487304688e-02,1.247739791870117188e-02,1.274418830871582031e-02,5.730390548706054688e-03,1.103639602661132812e-02,1.396155357360839844e-02,1.137995719909667969e-02,1.067829132080078125e-02,1.190996170043945312e-02,5.338668823242187500e-03,9.735107421875000000e-03,1.033496856689453125e-02,1.172280311584472656e-02,1.105594635009765625e-02,5.272388458251953125e-03,1.138734817504882812e-02,1.709723472595214844e-02,1.422429084777832031e-02,1.106357574462890625e-02,1.032161712646484375e-02,1.235604286193847656e-02,1.025390625000000000e-02,1.135134696960449219e-02,1.063513755798339844e-02,1.475930213928222656e-02,1.069760322570800781e-02,1.011872291564941406e-02,1.052136421203613281e-01,1.099991798400878906e-02,1.026654243469238281e-02,1.064491271972656250e-02,1.030373573303222656e-02,1.394391059875488281e-02,1.035737991333007812e-02,1.276755332946777344e-02,1.046547889709472656e-01,1.287269592285156250e-02,1.061511039733886719e-02,1.446032524108886719e-02,5.482912063598632812e-03,1.061129570007324219e-02,1.084852218627929688e-02,5.146265029907226562e-03,1.086974143981933594e-02,1.153993606567382812e-02,1.056838035583496094e-02,1.061558723449707031e-02,1.218748092651367188e-02,7.057428359985351562e-03,1.137304306030273438e-02,1.139068603515625000e-02,1.480174064636230469e-02,1.132583618164062500e-02,1.080608367919921875e-02,1.067614555358886719e-02,1.116490364074707031e-02,1.180100440979003906e-02,1.121068000793457031e-02,1.063036918640136719e-02,1.023075580596923828e-01,1.042580604553222656e-02
1.002240180969238281e-02,1.190304756164550781e-02,1.104044914245605469e-02,9.853839874267578125e-03,1.113390922546386719e-02,1.153826713562011719e-02,1.043319702148437500e-02,1.025128364562988281e-02,1.221704483032226562e-02,1.022529602050781250e-02,1.033043861389160156e-02,1.024317741394042969e-02,4.848718643188476562e-03,1.059579849243164062e-02,1.095724105834960938e-02,5.872964859008789062e-03,9.647631645202636719e-02,1.029086112976074219e-02,9.405016899108886719e-02,1.040387153625488281e-02,9.867668151855468750e-03,1.047015190124511719e-02,9.892702102661132812e-03,1.002883911132812500e-02,1.056385040283203125e-02,9.992122650146484375e-03,1.103258132934570312e-02,1.062369346618652344e-02,1.009511947631835938e-02,1.018500328063964844e-02,1.109504699707031250e-02,1.099419593811035156e-02,1.013827323913574219e-02,1.020956039428710938e-02,1.010942459106445312e-02,1.061177253723144531e-02,1.057958602905273438e-02,1.003623008728027344e-02,1.045703887939453125e-02,1.033449172973632812e-02,1.232886314392089844e-02,1.213169097900390625e-02,5.559921264648437500e-03,1.147127151489257812e-02,1.204919815063476562e-02,1.092147827148437500e-02,1.058697700500488281e-02,1.133465766906738281e-02,5.350112915039062500e-03,1.067662239074707031e-02,1.182818412780761719e-02,1.170825958251953125e-02,1.127529144287109375e-02,5.213499069213867188e-03,1.053977012634277344e-02,1.818561553955078125e-02,1.438403129577636719e-02,1.150918006896972656e-02,1.095008850097656250e-02,1.047301292419433594e-02,1.018881797790527344e-02,1.095104217529296875e-02,1.133656501770019531e-02,1.691746711730957031e-02,1.088023185729980469e-02,1.022338867187500000e-02,1.027836799621582031e-01,1.094269752502441406e-02,1.032614707946777344e-02,1.071763038635253906e-02,1.060128211975097656e-02,1.358079910278320312e-02,1.060414314270019531e-02,1.301169395446777344e-02,1.046648025512695312e-01,1.004648208618164062e-02,1.106214523315429688e-02,1.472330093383789062e-02,5.321264266967773438e-03,1.094460487365722656e-02,1.129341125488281250e-02,5.157232284545898438e-03,1.078009605407714844e-02,1.169681549072265625e-02,1.084542274475097656e-02,1.067042350769042969e-02,1.062798500061035156e-02,6.638526916503906250e-03,1.141452789306640625e-02,1.130056381225585938e-02,1.306581497192382812e-02,1.136183738708496094e-02,1.075744628906250000e-02,1.121830940246582031e-02,1.125288009643554688e-02,1.119422912597656250e-02,1.212334632873535156e-02,1.125097274780273438e-02,1.023755073547363281e-01,1.521158218383789062e-02
